위치,일시,현재발전출력,수평일사량1,수평일사량2,경사일사량1,경사일사량2,외기온도1,외기온도2,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C)
C,2017-01-07,332.6041695599089,374.2585408123419,226.8600101169776,163.8178095038161,277.25718629671957,11.416093826965662,4.445556200702941,4.2,1020.8,59.0,11.3
C,2017-01-08,408.11789243741663,445.1305908732369,173.98325765270292,275.03482052929604,68.92038994179293,15.95948536101554,5.2984605784355905,8.0,1012.2,73.0,11.9
C,2017-01-09,314.7021530451054,40.544640837032894,26.28639053169246,427.90463432527673,556.0448894704784,12.211113683154418,0.27850337576257866,8.2,1013.1,53.0,10.4
C,2017-01-10,386.1891642897623,392.444978407611,254.62343840163882,487.50070190864193,531.0635836573531,1.6655933920741621,0.8899550509074932,9.0,1019.2,53.0,7.0
C,2017-01-11,401.0325628703986,246.5498285708258,224.8742403109809,165.96612808275995,91.64511183218883,13.814426140765972,2.0563755127347205,9.7,1019.2,53.0,7.0
C,2017-01-12,382.47579014574256,41.17294272146042,177.6009079093687,70.00639553910085,80.35724257451608,13.947349627412981,3.8033383215380985,8.5,1016.0,53.0,6.9
C,2017-01-13,61.028170633364944,124.10307877455172,325.8601155509888,499.1305592379731,376.2695850322435,11.690909329785448,0.17691665077699648,9.5,1014.2,53.0,4.3
C,2017-01-14,457.20914131160737,179.13286650079644,307.53702154474126,282.25722908723844,330.06923834209033,6.304913406239929,5.346514632289109,9.6,1019.8,53.0,0.5
C,2017-01-15,47.58604086272639,50.058938851680026,193.38164048173664,22.691628601182416,358.63380652592383,12.650629917361163,1.0573822867917353,7.4,1023.4,53.0,3.3
C,2017-01-16,466.4504046722598,406.1286546620035,36.43945664211689,189.33531306800998,382.02905247847036,11.731850108842723,4.065005039852499,9.7,1025.5,53.0,5.9
C,2017-01-17,339.0066394194115,2.9254186590200413,206.51738380139295,183.4567011409975,335.45439569544544,6.005153157832532,1.8378250288270308,4.2,1029.9,53.0,8.4
C,2017-01-18,31.54899506812676,374.3638153272049,100.53317830698778,119.85681480722062,271.39941692393637,12.168536563573108,2.5158764945081487,6.2,1027.9,53.0,8.9
C,2017-01-19,520.0908886450532,142.04375181361024,203.2458093023654,157.56973612341207,495.2561961604293,11.197043672538488,1.9241477694763705,4.0,1021.6,53.0,9.2
C,2017-01-20,216.60775723450666,332.1880855301643,283.0365945408741,501.45675880140476,46.141116482234764,0.7313541006892317,0.3960293094436238,12.0,1016.4,62.0,6.2
C,2017-01-21,301.2944704771311,336.5222540933669,86.97820874552012,39.42376682673697,193.98346549657177,13.130840308913823,3.792264842594708,6.4,1025.1,56.0,5.8
C,2017-01-22,37.41051544988967,28.134535600147643,214.88531569652588,211.11509910019072,437.60092005234225,1.8114805533611744,0.5959726987196671,11.1,1022.8,58.0,3.5
C,2017-01-23,184.68724582682026,363.4930206651324,111.5605063701261,278.9124521567676,25.53091125473051,11.020899151706784,0.5689992895264844,11.0,1026.6,60.0,1.6
C,2017-01-24,203.71601593458587,203.09604502616958,59.476348349897,131.7219259619938,283.0895280613682,6.949752730669221,3.6732882949717913,8.5,1030.5,49.0,3.4
C,2017-01-25,250.69073299442582,283.7060673655325,231.80991856309203,233.7321572998126,217.11740117639556,11.173020004217317,0.11523585704986938,3.2,1031.4,40.0,6.2
C,2017-01-26,278.2629428333586,95.83428850219987,268.29633185703165,514.6759784797946,482.1262503468745,10.266011196054286,1.9652328572072542,7.8,1026.7,52.0,8.7
C,2017-01-27,357.9012040852415,367.78227517663214,258.73889713519065,497.9815499035693,323.630706829574,3.2823854543873465,3.990879420770445,9.5,1023.1,52.0,10.5
C,2017-01-28,112.61946357263366,64.9032235511525,256.37312022015345,192.63919977011983,471.8799845113631,12.59762908247812,3.445705764976371,3.0,1025.6,49.0,9.7
C,2017-01-29,99.92909711434596,380.40324986453066,4.6297642526384,67.20546621137291,132.32414777196377,1.3716920818165135,0.9579554477259797,2.9,1017.2,75.0,11.9
C,2017-01-30,66.91841484491361,43.7538242025882,265.57842235735524,412.18417318838107,500.536407791638,1.958681967486584,3.2254277610830973,10.2,1018.9,66.0,7.2
C,2017-01-31,466.4645857182352,331.2861026318315,32.40741882865535,5.332412836998218,98.10776744401639,4.123735831476338,3.937020226261915,4.5,1025.1,66.0,7.9
C,2018-01-01,373.44907407523317,64.65434116655251,38.52680827088407,461.77400815786575,431.76898280172065,15.464452252181855,1.1008794817011476,10.1,1024.2,48.0,6.4
C,2018-01-02,512.918922400055,191.41979446634508,34.01079138852281,485.32605520289536,114.36285401051288,8.529317452833128,1.4000605464989586,8.2,1025.5,49.0,8.0
C,2018-01-03,3.9579242447821374,99.67676970397251,101.39313629214735,203.17431045629408,121.30006727824454,15.843465909974446,1.1974199739167188,6.5,1026.2,47.0,5.9
C,2018-01-04,257.73648301944485,113.350342128743,51.62128279690414,116.76508539829616,508.73407423245635,4.128029625755366,5.100856603311627,3.9,1024.4,58.0,6.5
C,2018-01-05,115.45288740261637,148.61632816286968,307.7043243760152,345.30571577350645,129.38552794382377,16.225136773702403,3.1475584083786536,4.5,1016.8,59.0,8.3
C,2018-01-06,160.02399156418122,375.93358475638996,275.19105260644716,349.8314598097403,136.08261855688443,5.117025615310859,4.4174862633208365,8.1,1019.5,48.0,7.6
C,2018-01-07,390.149387812958,66.81622223489109,321.710325969193,510.2085309495546,452.2252880400754,2.4350183396405227,1.24485204801431,2.4,1020.7,53.0,10.7
C,2018-01-08,26.422716011536586,157.0859497625112,0.27977206328977755,105.56015526123272,474.5080305152726,0.3740333111073479,1.9595922351417492,5.7,1008.4,80.0,10.9
C,2018-01-09,349.0891892505254,289.55899226994427,309.29477981619056,314.406014237767,139.5154290001558,3.696465651249356,2.8389078500496225,10.0,1010.6,55.0,6.1
C,2018-01-10,208.4719113709365,94.08742531999674,176.93552844980846,513.0714810298091,354.4676223755516,6.500675708077101,3.3733727386604064,8.9,1015.3,56.0,3.6
C,2018-01-11,209.98250670431239,138.7155029623537,297.56133820540606,376.197071786624,187.10376717426212,6.02095424470367,1.7989454412229147,9.7,1023.0,58.0,-0.6
C,2018-01-12,170.3694594771105,37.479349567845766,227.09830590889513,226.73055138300694,177.63292442877813,14.06052019743759,3.024501274244139,8.8,1027.4,58.0,-0.5
C,2018-01-13,360.48776587859646,265.0446692873172,142.9864683746638,369.4200718473373,205.75477913869994,10.95830440555594,5.344175859578491,8.9,1030.5,62.0,4.3
C,2018-01-14,204.74072690305394,56.66496073924538,160.05429964703768,252.64520996201787,401.28631072835367,11.903602493548084,2.692821510834423,4.4,1029.7,60.0,8.4
C,2018-01-15,196.7924175810585,324.03676947805826,273.8047804457862,180.48814086817126,466.0938365057472,9.57199827413632,1.6133976975568372,7.1,1022.7,65.0,13.2
C,2018-01-16,124.44529567833771,406.6348074055407,79.81914273386334,340.2328777320037,153.84332892215642,12.595416572695651,1.9428381037469877,6.6,1017.1,82.0,12.7
C,2018-01-17,53.13292359892387,43.667534448380984,102.06245977240772,341.7226211260008,132.462294571763,7.0182371264573105,1.6348334915809717,7.2,1015.1,82.0,11.7
C,2018-01-18,519.8474887070819,124.592101488335,104.73477346215739,336.55130431774734,401.053155469947,3.3122702091439655,4.044502630840913,5.5,1020.5,62.0,10.9
C,2018-01-19,416.4510793188516,63.72818286926997,206.2276672489575,385.36674273961216,318.9244820132767,11.313752759245402,0.888562362590454,3.8,1021.0,52.0,10.1
C,2018-01-20,185.57040784100968,151.82296264122533,28.165699062038236,95.06599514517686,348.29718903406246,11.939398515872373,4.5966996104455955,4.6,1020.9,46.0,9.3
C,2018-01-21,349.8650290443621,75.28230129490727,69.43782051330804,350.0913939687511,412.47300893983083,7.105836239181352,1.901866663870593,6.0,1021.5,49.0,9.4
C,2018-01-22,11.893744121923623,257.09318289874824,292.74321094726696,465.63137959981884,378.62750481583566,6.175575863278203,4.207899295328445,5.9,1014.4,65.0,9.9
C,2018-01-23,161.17402730543765,48.01857586132302,43.609725714211066,369.63806891426776,485.4776026248848,14.894072590286743,2.284432591546316,10.7,1017.5,53.0,2.9
C,2018-01-24,71.97034882255066,331.55158105550055,272.50513301289675,386.21380109328135,258.7783690645208,6.275535439221218,1.5269280646066,10.5,1023.5,58.0,-2.9
C,2018-01-25,397.1842107050626,387.0949144592026,260.730048169799,73.66367354837743,160.81782002594574,15.170470204795377,5.11753036450553,7.3,1023.2,54.0,-0.5
C,2018-01-26,191.36371638041027,380.3541724561864,164.93585358190342,135.2913666691129,7.360992944035288,11.577817181337881,1.2938816926163057,9.1,1023.2,58.0,-2.1
C,2018-01-27,464.13537663314025,144.69372414126673,304.96582041176543,299.50033100104855,289.422948765666,15.298763615211184,4.955487485503479,2.2,1025.3,56.0,2.4
C,2018-01-28,442.14742876549,53.37170732574732,202.95616471668262,307.4149815850805,229.55012954131004,4.588509025990274,3.373333486833486,6.5,1018.0,51.0,5.6
C,2018-01-29,362.08065241829365,94.82614715041704,218.58563847507332,122.7900931587109,112.467501495762,14.141607678167967,4.446609645751849,8.9,1019.8,50.0,0.6
C,2018-01-30,82.45768253015713,82.65456985188152,111.30513635739871,260.7109111689039,282.7443271880125,3.121953369609127,5.569169587308,7.4,1023.9,49.0,1.8
C,2018-01-31,223.97705837060678,19.199251608327398,106.02043016729571,234.89693991783636,360.3489706134954,11.295384151362837,0.16345885836329227,4.1,1026.0,49.0,5.7
C,2019-01-01,229.23223134379347,314.8440717092148,25.308549987283573,472.6292801541542,56.79963110078075,5.655438617702222,5.480531232781931,6.5,1029.2,52.0,6.4
C,2019-01-02,378.08994692533076,406.0513226663499,4.76943817081107,482.00887246060495,47.79031024327692,2.035470416623863,4.670253954597094,7.7,1030.0,47.0,6.2
C,2019-01-03,510.66704294149315,28.06674683933612,283.1755793310798,475.35431297104043,552.0294289748122,10.328317667199055,1.4938045382535214,5.0,1031.4,39.0,7.8
C,2019-01-04,29.68390528634796,376.7737025179746,194.4140802842752,506.71564997157157,469.05918894371104,6.791532801041846,1.075003838483009,5.6,1027.5,44.0,10.6
C,2019-01-05,84.7016855014916,287.83887993687705,82.53358512608379,309.8555585556013,373.33000863589126,14.06113773571419,2.7681239979620185,6.6,1022.5,50.0,9.7
C,2019-01-06,188.47079081749766,401.18335799856476,158.9633319868931,130.68626218721533,505.50522753917596,3.9925653317584935,1.730302685910174,5.6,1024.4,58.0,10.0
C,2019-01-07,81.06285396708152,153.61496109528213,70.35487402568751,159.14647863729184,482.3230389336887,15.420640844787716,2.3974549569590247,5.8,1024.5,40.0,9.2
C,2019-01-08,484.4561942262581,9.189903143570124,211.07769765444021,221.6598824070341,38.71646320590383,12.456272398425693,0.750778456409556,8.6,1023.8,45.0,7.7
C,2019-01-09,361.55493041095286,148.29079647357773,157.59551805372487,175.21164822307688,344.6736032350038,7.371581611750363,5.400947233894924,7.1,1029.5,64.0,6.8
C,2019-01-10,520.506317933125,338.49166380945405,147.31303093546643,478.882778907267,260.12524510751894,1.8820197814102546,0.5830267706618358,7.2,1022.1,52.0,9.6
C,2019-01-11,57.076056446091734,438.32953310477575,145.6923456584594,414.45745111550127,343.99567221983824,14.891418660158937,3.350294827922895,5.3,1023.0,61.0,11.0
C,2019-01-12,417.0640138252419,237.443812315461,291.75293226218236,154.7260541659423,213.7113133107852,11.74642508930687,0.48507708772702923,6.5,1019.1,82.0,11.8
C,2019-01-13,277.9294400814148,293.9787941902615,259.04223437477026,26.687986488151527,544.0111189508195,4.0685884487692325,1.840204808051927,9.2,1021.4,76.0,11.9
C,2019-01-14,217.2867152712846,166.64550533431643,322.2260755992438,515.139098481428,509.89795374983447,7.551082800576631,1.459345212099829,4.5,1022.8,63.0,12.1
C,2019-01-15,454.4117182940286,248.34037193534934,1.5694051301157617,141.67621021021023,163.1059613883355,3.65981120381577,3.171809615357489,7.4,1019.4,53.0,10.3
C,2019-01-16,112.79620868606327,257.1098771451833,271.4286173190525,245.20227234480083,134.81727224335486,11.673485899039331,2.15871697407295,7.8,1022.1,51.0,5.0
C,2019-01-17,175.50571562202535,269.16153656967697,36.44049345141479,269.4946884497439,329.6153349082394,3.130909080854844,3.808138648252286,9.2,1020.4,57.0,6.9
C,2019-01-18,54.37531602102055,152.6688872850147,201.41794172768712,415.5407476333344,354.03319091992057,5.770053320471978,2.266467194342294,5.6,1025.0,46.0,9.8
C,2019-01-19,372.8250843939869,367.98602053604765,118.2367467511634,503.553218012674,293.7460327655276,4.010609103096825,4.312030484414679,5.1,1021.2,59.0,12.3
C,2019-01-20,65.892885506161,224.4555940062563,319.89133558554266,55.30327999264777,18.52221118782898,10.141699980577531,4.338698007400179,8.8,1016.3,54.0,9.7
C,2019-01-21,133.88958622692346,338.58466015569246,299.1711612551354,510.85872242720205,232.5030297539546,16.23423518788726,2.859824690198038,8.2,1018.6,50.0,7.3
C,2019-01-22,459.1921480547249,68.86765781140025,242.44672735480125,406.6772633337806,209.72929483043163,12.22225552359193,4.295397145874311,7.9,1018.0,51.0,9.5
C,2019-01-23,142.51146264841336,140.03709535122078,264.7369597397907,183.0444038376377,136.64046491883576,3.8939990912795337,3.450476435240441,6.8,1017.4,44.0,11.1
C,2019-01-24,92.52439468591048,215.75897048288712,109.38378512720352,157.14435568608786,78.44281555642291,15.810070755595621,2.131935663917173,5.3,1021.5,60.0,10.3
C,2019-01-25,419.9881818555354,367.77309338864796,144.6182621173972,454.77635186756584,105.88291752878865,14.12828331794678,1.4775340232362448,7.9,1019.5,41.0,9.0
C,2019-01-26,60.25650355951668,204.57786399416543,236.1320049562145,234.28262272380533,460.7532725183057,10.902065432636403,1.810768568632654,10.5,1022.4,52.0,5.5
C,2019-01-27,491.6640377824851,26.156686016121185,318.316624513841,128.0551615222719,410.8831751334631,14.941784196058844,4.775620197418174,6.7,1024.8,49.0,8.8
C,2019-01-28,471.91395364404434,344.292788686489,147.53414778547088,251.14435962196637,9.132446439326964,11.92490815071817,3.823729138042283,9.6,1019.2,48.0,9.6
C,2019-01-29,442.1940921795921,268.75529128233205,116.27879340109588,417.1734614684918,429.44120731249905,12.867991686061169,5.151650160950928,4.8,1025.4,58.0,9.2
C,2019-01-30,476.7416518481139,312.12532464436003,225.35945759135038,197.63705874539008,406.17925307948764,4.645027869772601,3.2298621667406904,6.5,1022.5,53.0,12.6
C,2019-01-31,461.01836915451395,49.59356457200115,303.19346657077443,543.6818290400286,482.8104814766927,15.491864438877826,0.5863714695360125,8.9,1015.9,72.0,8.5
C,2020-01-01,257.44675513850046,399.0053815585082,26.86047988075645,284.3659737648501,339.9135378907754,2.1732468238133658,0.0029213928767160948,7.3,1029.1,57.0,5.9
C,2020-01-02,194.66819951263165,358.84790738076515,142.85252609724628,227.0901822901044,527.5512378580823,8.0774875804277,2.623099850310944,5.1,1026.9,58.0,8.3
C,2020-01-03,86.15956850775888,241.58351875253828,115.18302148388092,259.37300431443884,439.2912564556839,15.492776872237558,3.9480888477464258,7.2,1023.8,48.0,9.7
C,2020-01-04,369.16016977763985,22.644541600284548,56.35511983152483,510.29196249979503,348.0732285722758,8.390930064944268,2.4262095894183697,9.3,1022.5,47.0,9.8
C,2020-01-05,91.32481746890379,149.86138695445305,321.07451015809374,273.85453889995415,510.9213614216391,12.40555644801705,1.6611473640282013,3.6,1028.8,57.0,10.7
C,2020-01-06,519.7929162344886,8.085487142297453,2.6971386174979113,184.35490587334925,434.75270689218996,12.509913747000907,2.960252371053932,4.4,1028.8,68.0,11.9
C,2020-01-07,371.6167489861017,297.23725078242376,320.3203714093984,233.53868053444285,172.6087298866557,0.0899173584072476,3.813511814370642,10.5,1012.5,88.0,17.0
C,2020-01-08,263.75138077706686,97.60205583002383,49.41441715562733,160.66657422074294,526.627806713617,7.152230625722791,0.22465852865527483,11.8,1010.3,64.0,12.4
C,2020-01-09,169.86496094365486,282.769871794125,77.08381260176706,484.39004827472814,19.060883978411557,12.452793721441541,3.739128145480053,8.5,1019.8,53.0,9.2
C,2020-01-10,299.78976698137575,152.52818265728993,173.89688148135062,305.32123631631936,548.276129755256,6.260828205441343,4.635033905146267,3.3,1021.1,59.0,9.8
C,2020-01-11,346.4877945808795,138.63417121392993,239.4870004311834,214.9762233486292,486.4319390453867,11.109807499082258,1.2305281610882213,4.4,1017.1,46.0,10.0
C,2020-01-12,145.05207050875882,236.2150308607651,314.72875108031536,408.11043022744667,106.71343878071004,5.918428797190073,1.1221728777392044,7.8,1014.5,49.0,8.6
C,2020-01-13,432.39031533180037,412.5845332063176,135.29493515945313,138.91577805647609,146.79673878636723,9.222751721333621,1.022641664854619,6.7,1019.7,53.0,6.7
C,2020-01-14,142.02175377699618,322.10699544571776,143.5993512456706,415.2347449817511,273.1772654693823,4.569795247584126,0.12673638271266477,6.4,1023.1,43.0,6.6
C,2020-01-15,422.87874635982575,293.12778877724156,5.551785374461982,232.5915723224441,444.7934242117082,9.355294768777007,0.6160806596814766,6.0,1025.6,47.0,6.4
C,2020-01-16,395.5448764582265,408.82317196532534,78.14818994111735,292.2918154719941,46.75841171006802,0.5038183635033222,2.1029552392884514,6.0,1024.2,48.0,7.8
C,2020-01-17,53.76810525501715,364.18934392909085,252.50369406713014,246.86158278669524,176.77976186134654,8.346771987526095,2.2196563863263816,5.8,1019.5,56.0,10.0
C,2020-01-18,136.4139070676466,71.97633905157389,238.89803852974717,131.07512892240456,207.58803268121378,14.862745511474106,0.6609505433893703,8.6,1017.6,76.0,9.3
C,2020-01-19,5.882181063486246,436.50305085653645,13.095826860445332,446.9448255322546,252.45780657170423,8.678312509426652,4.8275641829625835,4.8,1017.9,47.0,9.3
C,2020-01-20,262.6903874394078,414.16079491229937,296.1031484032099,264.3268344835183,114.195649771827,2.274246779997823,0.3123981034010075,5.7,1020.1,49.0,8.4
C,2020-01-21,315.03114503621674,8.202133122350617,143.30042882480095,7.893840511530036,153.7581759865514,5.9754267783206325,4.097904122082634,5.1,1028.0,55.0,8.1
C,2020-01-22,223.97870225614912,202.77681144359312,159.90619816674285,432.09186514763053,567.0485120457479,12.270382795052912,0.053677315480193104,3.0,1024.4,70.0,11.7
C,2020-01-23,442.89258299927326,96.71662890712834,81.58646108251645,497.2000517749209,516.6050470143227,13.089074806310864,5.3695945624109225,8.0,1021.2,81.0,12.6
C,2020-01-24,398.50516363107545,322.2073409298508,280.07468121715704,50.53786926311689,98.03396618146303,6.5022298490638395,3.7103243052357637,7.9,1027.7,70.0,12.3
C,2020-01-25,440.6697919164346,338.3286267440473,105.25088096246698,308.216130772481,552.4997227564301,3.0246270442317957,1.3508025894077071,8.3,1028.9,64.0,11.2
C,2020-01-26,62.01086667403758,216.73338722853686,126.36779165761321,210.19492167462107,429.59427025571756,15.115407452819406,3.5070983436202896,9.5,1025.2,65.0,12.2
C,2020-01-27,335.6092409951026,61.88368344299917,60.06879395572861,3.9690473870058387,304.4214861537402,4.92277164800925,3.5712167868171223,15.8,1014.9,78.0,11.1
C,2020-01-28,406.29689168655267,19.36428957326375,204.53586236191367,226.62441463873515,39.800654221405345,12.61572715058641,4.229093397173534,13.4,1013.8,77.0,11.6
C,2020-01-29,332.58144943835816,419.4045440523195,199.4355875016231,227.61569749745786,502.3385870041261,11.666878733955453,1.2855009549261691,9.8,1013.9,65.0,11.0
C,2020-01-30,275.18535873755206,22.823212377641028,25.249466958227472,48.58409879742199,158.57821054491262,4.077677817318936,2.4280178694799726,10.0,1013.0,70.0,8.9
C,2020-01-31,483.78409975751816,305.04729649262794,212.45295260194945,260.3619214993176,50.22843128002724,11.50157823309869,1.147695440102499,6.3,1018.5,58.0,8.7
C,2021-01-01,492.1566320478347,265.8798196057641,135.70278072670936,312.4286096516885,99.06861008704438,12.16665861363271,1.597399293561206,8.0,1025.1,57.0,3.1
C,2021-01-02,360.49359681341645,283.22965305902164,305.887928323718,17.02712527292899,82.25838895671366,9.746940998728174,2.3473530622745247,7.2,1026.1,51.0,4.2
C,2021-01-03,3.9867555439285116,419.18551111939445,37.3714636738105,495.3529894757922,161.4946038349697,14.830325148411072,4.1319270711979215,7.4,1030.9,47.0,3.1
C,2021-01-04,348.07032412745315,319.2657164965754,99.25422224761164,114.06247900539402,47.300118297949524,4.086970649699938,0.546179515216033,4.9,1029.9,49.0,5.7
C,2021-01-05,234.96239538570777,231.09331383876764,53.70560500318937,82.44416539610575,328.9624395794364,3.7026553468005563,4.956820445907001,6.3,1025.0,51.0,6.5
C,2021-01-06,434.8730971661919,68.94940705757523,130.3248656432372,436.2720577669799,323.7507563686074,7.667409928681994,2.4188883183840826,5.7,1021.9,56.0,1.8
C,2021-01-07,73.31573844719611,16.64546855095403,93.4172682938949,436.7738504078492,525.189688160586,9.948568098813324,3.843831082693158,10.2,1020.6,64.0,-2.6
C,2021-01-08,112.07945766732233,41.89278091268762,31.86686248843405,529.0642066132326,122.97509825653688,13.740166710080926,0.36519981065242235,8.7,1021.6,65.0,-4.3
C,2021-01-09,270.87331726527924,65.96099324382824,25.585239829309906,406.0300407131604,182.8089675958145,0.030788533111467207,0.26140674181026263,9.5,1021.4,60.0,-2.2
C,2021-01-10,127.24842147070979,231.26826537674543,110.1850130899674,379.04463187890366,83.70662928562793,11.82172240059582,3.887733508342822,7.6,1025.2,58.0,1.5
C,2021-01-11,230.22601701823697,274.58479727969586,232.33110699290629,471.71550374660256,269.6304331658983,10.710810191264635,3.360731800358761,4.8,1024.4,59.0,4.1
